"T","."
"2016-06-17","2.256844e-10"
"2016-06-20","3.044592e-10"
"2016-06-21","2.747804e-10"
"2016-06-22","2.545504e-10"
"2016-06-23","2.507716e-10"
"2016-06-24","3.830242e-10"
"2016-06-27","2.726159e-10"
"2016-06-28","2.081022e-10"
"2016-06-29","1.578527e-10"
"2016-06-30","1.821702e-10"
"2016-07-01","1.925409e-10"
"2016-07-04","3.398074e-10"
"2016-07-05","1.520597e-10"
"2016-07-06","2.965283e-10"
"2016-07-07","1.826981e-10"
"2016-07-08","1.804285e-10"
"2016-07-11","1.970046e-10"
"2016-07-12","2.142580e-10"
"2016-07-13","1.509402e-10"
"2016-07-14","1.730841e-10"
"2016-07-15","1.939183e-10"
"2016-07-18","2.617596e-10"
"2016-07-19","2.501431e-10"
"2016-07-20","3.526745e-10"
"2016-07-21","1.734725e-10"
"2016-07-22","1.980948e-10"
"2016-07-25","2.178755e-10"
"2016-07-26","1.914829e-10"
"2016-07-27","3.502592e-10"
"2016-07-28","2.489410e-10"
"2016-07-29","2.611724e-10"
"2016-08-01","3.536358e-10"
"2016-08-02","2.859313e-10"
"2016-08-03","2.588086e-10"
"2016-08-04","2.375505e-10"
"2016-08-05","1.992043e-10"
"2016-08-08","2.284678e-10"
"2016-08-09","1.690346e-10"
"2016-08-10","1.897655e-10"
"2016-08-11","0.000000e+00"
"2016-08-12","2.228223e-10"
"2016-08-15","1.316115e-10"
"2016-08-16","1.090603e-10"
"2016-08-17","0.000000e+00"
"2016-08-18","0.000000e+00"
"2016-08-19","1.351617e-10"
"2016-08-22","1.643389e-10"
"2016-08-23","1.686544e-10"
"2016-08-24","0.000000e+00"
"2016-08-25","1.957753e-10"
"2016-08-26","1.639801e-10"
"2016-08-29","1.884151e-10"
"2016-08-30","1.786975e-10"
"2016-08-31","1.664613e-10"
"2016-09-01","1.737376e-10"
"2016-09-02","1.830927e-10"
"2016-09-05","1.871111e-10"
"2016-09-06","1.986458e-10"
"2016-09-07","1.416230e-10"
"2016-09-08","1.675685e-10"
"2016-09-09","1.767749e-10"
"2016-09-12","2.582806e-10"
"2016-09-13","2.101485e-10"
"2016-09-14","2.419501e-10"
"2016-09-19","2.149239e-10"
"2016-09-20","2.051275e-10"
"2016-09-21","0.000000e+00"
"2016-09-22","1.481475e-10"
"2016-09-23","1.932070e-10"
"2016-09-26","2.415185e-10"
"2016-09-27","2.428588e-10"
"2016-09-28","2.010002e-10"
"2016-09-29","1.738198e-10"
"2016-09-30","1.992155e-10"
"2016-10-10","2.085990e-10"
"2016-10-11","1.601944e-10"
"2016-10-12","1.549320e-10"
"2016-10-13","1.544753e-10"
"2016-10-14","1.696283e-10"
"2016-10-17","2.013327e-10"
"2016-10-18","1.733043e-10"
"2016-10-19","1.602310e-10"
"2016-10-20","1.599553e-10"
"2016-10-21","2.080502e-10"
"2016-10-24","1.652519e-10"
"2016-10-25","1.309469e-10"
"2016-10-26","1.438326e-10"
"2016-10-27","1.450363e-10"
"2016-10-28","1.589639e-10"
"2016-10-31","1.841511e-10"
"2016-11-01","1.307951e-10"
"2016-11-02","1.482662e-10"
"2016-11-03","1.409433e-10"
"2016-11-04","1.499761e-10"
"2016-11-07","1.609527e-10"
"2016-11-08","1.357010e-10"
"2016-11-09","1.616075e-10"
"2016-11-10","1.258425e-10"
"2016-11-11","1.110420e-10"
"2016-11-14","1.085145e-10"
"2016-11-15","1.234996e-10"
"2016-11-16","1.157058e-10"
"2016-11-17","1.257663e-10"
"2016-11-18","1.340767e-10"
"2016-11-21","1.309043e-10"
"2016-11-22","1.132966e-10"
"2016-11-23","1.294850e-10"
"2016-11-24","0.000000e+00"
"2016-11-25","1.508215e-10"
"2016-11-28","1.213775e-10"
"2016-11-29","1.344905e-10"
"2016-11-30","1.550362e-10"
"2016-12-01","1.355059e-10"
"2016-12-02","1.702649e-10"
"2016-12-05","2.212792e-10"
"2016-12-06","1.897781e-10"
"2016-12-07","1.992546e-10"
"2016-12-08","1.724524e-10"
"2016-12-09","1.711641e-10"
"2016-12-12","3.088721e-10"
"2016-12-13","3.642302e-10"
"2016-12-14","4.257042e-10"
"2016-12-15","5.020181e-10"
"2016-12-16","4.578079e-10"
"2016-12-19","4.624884e-10"
"2016-12-20","2.268206e-10"
"2016-12-21","1.835894e-10"
"2016-12-22","2.025720e-10"
"2016-12-23","2.454997e-10"
"2016-12-26","3.046726e-10"
"2016-12-27","2.359904e-10"
"2016-12-28","2.425859e-10"
"2016-12-29","2.384588e-10"
"2016-12-30","2.647863e-10"
"2017-01-03","2.421737e-10"
"2017-01-04","1.873124e-10"
"2017-01-05","1.791833e-10"
"2017-01-06","2.129060e-10"
"2017-01-09","2.177092e-10"
"2017-01-10","1.975414e-10"
"2017-01-11","2.659146e-10"
"2017-01-12","2.739782e-10"
"2017-01-13","2.992412e-10"
"2017-01-16","4.461224e-10"
"2017-01-17","3.517124e-10"
"2017-01-18","3.216558e-10"
"2017-01-19","3.357568e-10"
"2017-01-20","3.294100e-10"
"2017-01-23","2.687903e-10"
"2017-01-24","2.682202e-10"
"2017-01-25","2.832203e-10"
"2017-01-26","2.676109e-10"
"2017-02-03","3.423030e-10"
"2017-02-06","2.329998e-10"
"2017-02-07","2.219605e-10"
"2017-02-08","2.320572e-10"
"2017-02-09","1.933032e-10"
"2017-02-10","1.764214e-10"
"2017-02-13","1.842517e-10"
"2017-02-14","1.944890e-10"
"2017-02-15","1.924729e-10"
"2017-02-16","1.892135e-10"
"2017-02-17","2.048292e-10"
"2017-02-20","1.878695e-10"
"2017-02-21","1.544067e-10"
"2017-02-22","1.513439e-10"
"2017-02-23","1.793949e-10"
"2017-02-24","1.831107e-10"
"2017-02-27","1.832113e-10"
"2017-02-28","1.731333e-10"
"2017-03-01","1.438595e-10"
"2017-03-02","1.782942e-10"
"2017-03-03","1.903905e-10"
