"T","."
"2016-05-10","1.036823e-10"
"2016-05-11","1.381909e-10"
"2016-05-12","1.573978e-10"
"2016-05-13","1.442121e-10"
"2016-05-16","1.405149e-10"
"2016-05-17","1.063219e-10"
"2016-05-18","1.198363e-10"
"2016-05-19","1.191046e-10"
"2016-05-20","1.303172e-10"
"2016-05-23","7.934520e-11"
"2016-05-24","1.157616e-10"
"2016-05-25","1.395882e-10"
"2016-05-26","1.488285e-10"
"2016-05-27","1.274621e-10"
"2016-05-30","1.268744e-10"
"2016-05-31","1.164986e-10"
"2016-06-01","5.861827e-11"
"2016-06-02","8.611822e-11"
"2016-06-03","7.150838e-11"
"2016-06-06","1.110182e-10"
"2016-06-07","7.673535e-11"
"2016-06-08","1.038859e-10"
"2016-06-13","1.315857e-10"
"2016-06-14","9.667123e-11"
"2016-06-15","1.741079e-10"
"2016-06-16","9.776471e-11"
"2016-06-17","6.057537e-11"
"2016-06-20","6.914535e-11"
"2016-06-21","9.771822e-11"
"2016-06-22","9.104722e-11"
"2016-06-23","6.653212e-11"
"2016-06-24","1.036530e-10"
"2016-06-27","1.020381e-10"
"2016-06-28","4.949306e-11"
"2016-06-29","5.716713e-11"
"2016-06-30","4.229342e-11"
"2016-07-01","5.401936e-11"
"2016-07-04","6.200896e-11"
"2016-07-05","5.896969e-11"
"2016-07-06","5.036271e-11"
"2016-07-07","7.103398e-11"
"2016-07-08","7.223222e-11"
"2016-07-11","6.780707e-11"
"2016-07-12","6.685749e-11"
"2016-07-13","6.405818e-11"
"2016-07-14","5.377166e-11"
"2016-07-15","6.057451e-11"
"2016-07-18","7.527227e-11"
"2016-07-19","7.325308e-11"
"2016-07-20","6.966503e-11"
"2016-07-21","6.283473e-11"
"2016-07-22","6.753644e-11"
"2016-07-25","8.787697e-11"
"2016-07-26","8.519860e-11"
"2016-07-27","8.845232e-11"
"2016-07-28","9.255571e-11"
"2016-07-29","1.187119e-10"
"2016-08-01","1.268890e-10"
"2016-08-02","1.348329e-10"
"2016-08-03","9.612086e-11"
"2016-08-04","1.151299e-10"
"2016-08-05","1.422204e-10"
"2016-08-08","1.135738e-10"
"2016-08-09","8.778135e-11"
"2016-08-10","1.016200e-10"
"2016-08-11","1.648376e-10"
"2016-08-12","1.141372e-10"
"2016-08-15","7.175269e-11"
"2016-08-16","5.429181e-11"
"2016-08-17","8.956565e-11"
"2016-08-18","6.160360e-11"
"2016-08-19","5.915489e-11"
"2016-08-22","1.060684e-10"
"2016-08-23","8.733341e-11"
"2016-08-24","7.777119e-11"
"2016-08-25","9.108181e-11"
"2016-08-26","8.065923e-11"
"2016-08-29","9.589481e-11"
"2016-08-30","5.705665e-11"
"2016-08-31","7.491356e-11"
"2016-09-01","7.538496e-11"
"2016-09-02","7.319109e-11"
"2016-09-05","8.482692e-11"
"2016-09-06","9.242830e-11"
"2016-09-07","6.676954e-11"
"2016-09-08","8.606313e-11"
"2016-09-09","8.362244e-11"
"2016-09-12","1.292902e-10"
"2016-09-13","1.105977e-10"
"2016-09-14","1.083850e-10"
"2016-09-19","1.137656e-10"
"2016-09-20","1.176416e-10"
"2016-09-21","8.903165e-11"
"2016-09-22","7.929284e-11"
"2016-09-23","7.765299e-11"
"2016-09-26","1.388476e-10"
"2016-09-27","1.463498e-10"
"2016-09-28","1.168739e-10"
"2016-09-29","1.196579e-10"
"2016-09-30","1.412310e-10"
"2016-10-10","7.778204e-11"
"2016-10-11","4.825487e-11"
"2016-10-12","4.667707e-11"
