"T","."
"2016-09-29","2.134766e-10"
"2016-09-30","2.397158e-10"
"2016-10-10","2.158236e-10"
"2016-10-11","1.520588e-10"
"2016-10-12","1.790029e-10"
"2016-10-13","1.794220e-10"
"2016-10-14","2.105543e-10"
"2016-10-17","2.276658e-10"
"2016-10-18","1.892038e-10"
"2016-10-19","1.802242e-10"
"2016-10-20","0.000000e+00"
"2016-10-21","2.177046e-10"
"2016-10-24","1.824235e-10"
"2016-10-25","1.587845e-10"
"2016-10-26","1.670708e-10"
"2016-10-27","1.877267e-10"
"2016-10-28","2.050948e-10"
"2016-10-31","2.197877e-10"
"2016-11-01","1.644007e-10"
"2016-11-02","1.762237e-10"
"2016-11-03","1.722127e-10"
"2016-11-04","1.834014e-10"
"2016-11-07","1.928152e-10"
"2016-11-08","1.630678e-10"
"2016-11-09","2.252871e-10"
"2016-11-10","1.634122e-10"
"2016-11-11","1.428101e-10"
"2016-11-14","1.405786e-10"
"2016-11-15","1.486728e-10"
"2016-11-16","1.345040e-10"
"2016-11-17","1.609928e-10"
"2016-11-18","1.668014e-10"
"2016-11-21","1.502913e-10"
"2016-11-22","1.264195e-10"
"2016-11-23","1.429636e-10"
"2016-11-24","1.514357e-10"
"2016-11-25","2.062747e-10"
"2016-11-28","1.512937e-10"
"2016-11-29","1.605912e-10"
"2016-11-30","1.781090e-10"
"2016-12-01","0.000000e+00"
"2016-12-02","2.148783e-10"
"2016-12-05","2.578821e-10"
"2016-12-06","2.105791e-10"
"2016-12-07","2.025501e-10"
"2016-12-08","0.000000e+00"
"2016-12-09","2.022596e-10"
"2016-12-12","3.610445e-10"
"2016-12-13","2.959918e-10"
"2016-12-14","2.840728e-10"
"2016-12-15","3.107001e-10"
"2016-12-16","2.720858e-10"
"2016-12-19","2.912408e-10"
"2016-12-20","4.131025e-10"
"2016-12-21","3.261114e-10"
"2016-12-22","4.328524e-10"
"2016-12-23","3.529091e-10"
"2016-12-26","4.265889e-10"
"2016-12-27","3.405200e-10"
"2016-12-28","3.555305e-10"
"2016-12-29","2.801701e-10"
"2016-12-30","2.888416e-10"
"2017-01-03","2.442478e-10"
"2017-01-04","2.157181e-10"
"2017-01-05","2.158824e-10"
"2017-01-06","2.539659e-10"
"2017-01-09","2.537766e-10"
"2017-01-10","2.715141e-10"
"2017-01-11","3.153792e-10"
"2017-01-12","3.313319e-10"
"2017-01-13","3.740997e-10"
"2017-01-16","5.652371e-10"
"2017-01-17","4.700405e-10"
"2017-01-18","3.834333e-10"
"2017-01-19","4.436932e-10"
"2017-01-20","4.131344e-10"
"2017-01-23","3.457649e-10"
"2017-01-24","3.553593e-10"
"2017-01-25","3.683301e-10"
"2017-01-26","3.341030e-10"
"2017-02-03","4.397449e-10"
"2017-02-06","3.078226e-10"
"2017-02-07","2.844785e-10"
"2017-02-08","2.746958e-10"
"2017-02-09","2.233556e-10"
"2017-02-10","2.170053e-10"
"2017-02-13","2.323131e-10"
"2017-02-14","2.265213e-10"
"2017-02-15","2.472903e-10"
"2017-02-16","2.391886e-10"
"2017-02-17","2.628652e-10"
"2017-02-20","2.311163e-10"
"2017-02-21","1.931752e-10"
"2017-02-22","1.875033e-10"
"2017-02-23","1.905541e-10"
"2017-02-24","1.777806e-10"
"2017-02-27","2.183669e-10"
"2017-02-28","2.152678e-10"
"2017-03-01","1.802563e-10"
"2017-03-02","2.184366e-10"
"2017-03-03","2.286921e-10"
"2017-03-06","1.969839e-10"
"2017-03-07","1.780488e-10"
"2017-03-08","1.962624e-10"
"2017-03-09","2.293949e-10"
"2017-03-10","2.087238e-10"
"2017-03-13","2.318101e-10"
"2017-03-14","1.825820e-10"
"2017-03-15","1.920377e-10"
"2017-03-16","1.677985e-10"
"2017-03-17","1.844993e-10"
"2017-03-20","1.951804e-10"
"2017-03-21","1.750383e-10"
"2017-03-22","1.890575e-10"
"2017-03-23","1.971836e-10"
"2017-03-24","2.081933e-10"
"2017-03-27","1.986792e-10"
"2017-03-28","2.051409e-10"
"2017-03-29","2.331841e-10"
"2017-03-30","2.757743e-10"
"2017-03-31","2.631827e-10"
"2017-04-05","2.528220e-10"
"2017-04-06","1.900699e-10"
"2017-04-07","1.942638e-10"
"2017-04-10","2.460086e-10"
"2017-04-11","2.399537e-10"
"2017-04-12","2.394934e-10"
"2017-04-13","2.439179e-10"
"2017-04-14","2.768840e-10"
"2017-04-17","3.062256e-10"
"2017-04-18","0.000000e+00"
"2017-04-19","3.136020e-10"
"2017-04-20","2.802499e-10"
"2017-04-21","2.659521e-10"
"2017-04-24","3.920036e-10"
"2017-04-25","2.993283e-10"
"2017-04-26","2.705457e-10"
"2017-04-27","3.894387e-10"
"2017-04-28","2.960275e-10"
"2017-05-02","2.981008e-10"
"2017-05-03","2.902560e-10"
"2017-05-04","2.846179e-10"
"2017-05-05","3.205412e-10"
"2017-05-08","3.863166e-10"
"2017-05-09","3.925489e-10"
"2017-05-10","4.135621e-10"
"2017-05-11","4.152008e-10"
"2017-05-12","3.806311e-10"
"2017-05-15","3.645997e-10"
"2017-05-16","0.000000e+00"
"2017-05-17","2.752478e-10"
